Codigo,Familias,Nombre,Alias,Tasa,Unidad
MA-INOX-TEE-RO-2x90,,"TEE ROSC. A/l 304 SCH-40 2""",,,U
MA-INOX-TEE-RO-3x90,,"TEE ROSC. A/l 304 SCH-40 3""",,,U
MA-INOX-TEE-RO-4x90,,"TEE ROSC. A/l 304 SCH-40 4""",,,U
MA-INOX-VAL-¾,,"VALVULA DE BOLA ROSCADA P/C A/l T-304 3/4""",,,U
MA-INOX-VAL-1,,"VALVULA DE BOLA ROSCADA P/C A/l T-304 1""",,,U
MA-INOX-VAL-1¼,,"VALVULA DE BOLA ROSCADA P/C A/l T-304 1 1/4""",,,U
MA-INOX-VAL-1½,,"VALVULA DE BOLA ROSCADA P/C A/l T-304 1 1/2""",,,U
MA-INOX-VAL-2,,"VALVULA DE BOLA ROSCADA P/C A/l T-304 2""",,,U
MA-INOX-VAL-3,,"VALVULA DE BOLA C/ATORN. ROSC. A/l T-304 3""",,,U
MA-INOX-VAL-4,,"VALVULA DE BOLA C/ATORN. ROSC. A/l T-304 4""",,,U
MA-MISC-ABR-PERA-½,,"Abrazadera Tipo Pera 1/2""",,,U
MA-MISC-ABR-PERA-¾,,"Abrazadera Tipo Pera 3/4""",,,U
MA-MISC-ABR-PERA-1,,"Abrazadera Tipo Pera 1""",,,U
MA-MISC-ABR-PERA-1½,,"Abrazadera Tipo Pera 1 1/2""",,,U
MA-MISC-ABR-PERA-2,,"Abrazadera Tipo Pera 2""",,,U
MA-MISC-ABR-PERA-3,,"Abrazadera Tipo Pera 3""",,,U
MA-MISC-ABR-PERA-4,,"Abrazadera Tipo Pera 4""",,,U
MA-MISC-ABR-PERA-6,,"Abrazadera Tipo Pera 6""",,,U
MA-MISC-ABR-PERA-8,,"Abrazadera Tipo Pera 8""",,,U
MA-MISC-ABR-UNT-½,,"Abrazadera Unistrut  1/2""",,,U
MA-MISC-ABR-UNT-¾,,"Abrazadera Unistrut  3/4""",,,U
MA-MISC-ABR-UNT-1,,"Abrazadera Unistrut  1""",,,U
MA-MISC-ABR-UNT-1½,,"Abrazadera Unistrut  1½""",,,U
MA-MISC-ABR-UNT-2,,"Abrazadera Unistrut  2""",,,U
MA-MISC-ABR-UNT-3,,"Abrazadera Unistrut  3""",,,U
MA-MISC-ABR-UNT-4,,"Abrazadera Unistrut  4""",,,U
MA-MISC-ABR-UNT-6,,"Abrazadera Unistrut  6""",,,U
MA-MISC-ACE-RO,,Aceite para rosca,,,Gls
MA-MISC-ADA-LLA-?x½,,"Adaptador para llave angular de 3/8"" x 1/2""",,,U
MA-MISC-ADA-UNI-GOM,,Adaptador Universal de goma para desague ,,,U
MA-MISC-ALAM,,Alambre Dulce,,,Lb
MA-MISC-ARESIL-20-30,,Arena Silica de 20-30,,,U
MA-MISC-BQA-FRE,,Boquilla para fregadero,,,U
MA-MISC-BQA-LD,,Boquilla para lavadero,,,U
MA-MISC-BQA-LM,,Boquilla p/lavamanos sin REBOSE con colita roscada,,,U
MA-MISC-CAJC-GLP-32x20x8,,Caja para colector de GLP 32x20x8 cm,,,U
MA-MISC-CAJ-LAV,,Caja para Lavadora,,,U
MA-MISC-CAJM-10x8x4,,Caja registro metal de 10 x 8 x 4,,,U
MA-MISC-CAJP-EM-12x8x4,,"Caja Plastica Empotrable 12""x8""x4""",,,U
MA-MISC-CAJP-EM-8x8x4,,"Caja Plastica Empotrable 8""x8""x4""",,,U
MA-MISC-CBD-1½x8,,"Cola C/ Bordillo1 1/2"" X 8"" ",,,U
MA-MISC-CEM-PVC,,Cemento PVC Lanco Azul 32 Oz,,,U
MA-MISC-CEM-PVC-REF,,Cemento PVC Gris 32 oz reforzado,,,U
MA-MISC-CFNIQ-½,,"Cubre falta Niquelado de 1/2""",,,U
MA-MISC-CFNIQ-1,,"Cubre falta Niquelado de 1""",,,U
MA-MISC-CHA-UNT-1?x¾x10,,Channel unistrut 1-5/8x3/4x10 ,,,U
MA-MISC-CINC,,"Cincel Punta Fina (Puntero ST. 3/4"" x 12')",,,U
MA-MISC-CLV-2,,"Clavo de Acero 2""",,,Lb
MA-MISC-COL-GAS-2SAL-¾x15,,"Colector de gas c/val. 2 salidas 3/4"" x 15mm",,,U
MA-MISC-COL-GAS-3SAL-¾x15,,"Colector de gas c/val. 3 salidas 3/4"" x 15mm",,,U
MA-MISC-COL-GAS-4SAL-¾x15,,"Colector de gas c/val. 4 salidas 3/4"" x 15mm",,,U
MA-MISC-DAMP,,Damper,,,U
MA-MISC-DUCT-AL,,Rollo Ductape de aluminio,,,U
MA-MISC-DUCTN,,Rollo Duc-tape del Negro,,,U
MA-MISC-ESPA,,Estopa multiusos Atlas,,,Lb
MA-MISC-EXPH-?-HEM,,"Expansión Hilti HDI de 3/8"" (hembra)(Drop-IN Galv)",,,U
MA-MISC-GENE,,"Rollo de Teflon Genebre 3/4"" x 50m",,,U
MA-MIS-CHQH-1,,"Cheque Horizontal 1""",,,U
MA-MISC-JTCERA-INO,,Junta de Cera P/Inodoro,,,U
MA-MISC-LLA-?x?x¼,,"Llave Angular de 3/8"" x 3/8"" vuelta 1/4",,,U
MA-MISC-LLCH-½,,"Llave Chorro 1/2""",,,U
MA-MISC-LLCH-¾,,"Llave Chorro 3/4""",,,U
MA-MISC-LLP-MAR-½,,"Llave de paso tipo mariposa  1/2""",,,U
MA-MISC-LLP-MAR-¾,,"Llave de paso tipo mariposa  3/4""",,,U
MA-MISC-LLP-MAR-1,,"Llave de paso tipo mariposa  1""",,,U
MA-MISC-LLP-MAR-1½,,"Llave de paso tipo mariposa  1½""",,,U
MA-MISC-LLP-MAR-2,,"Llave de paso tipo mariposa  2""",,,U
MA-MISC-LLP-MAR-GLP-½,,"Llave de paso tipo mariposa  1/2"" para GLP",,,U
MA-MISC-LLP-MAR-GLP-¾,,"Llave de paso tipo mariposa  3/4"" para GLP",,,U
MA-MISC-LLP-MAR-GLP-1,,"Llave de paso tipo mariposa  1"" para GLP",,,U
MA-MISC-LLP-MAR-GLP-1½,,"Llave de paso tipo mariposa  1½"" para GLP",,,U
MA-MISC-LLP-MAR-GLP-2,,"Llave de paso tipo mariposa  2"" para GLP",,,U
MA-MISC-MANG-CAL,,Manguera Flexible para Calentador,,,U
MA-MISC-MANG-FLX-INO,,"Manguera Flexible EASTMAN PLAST. INODORO 20"" - Tca. Plast.",,,U
MA-MISC-MANG-FLX-LM,,"Manguera Flexible  P/ Lavamanos 1/2"" - 3/8"" de 20""",,,U
MA-MISC-MAPP-SOLD,,Mapp gas p/soldar,,,U
MA-MISC-MED-AGU-½,,"Medidor de Agua  1/2""",,,U
MA-MISC-MED-AGU-¾,,"Medidor de Agua  3/4""",,,U
MA-MISC-MED-AGU-1,,"Medidor de Agua  1""",,,U
MA-MISC-MED-AGU-1½,,"Medidor de Agua  1½""",,,U
MA-MISC-MED-AGU-2,,"Medidor de Agua  2""",,,U
MA-MISC-MGFLX-4,,"Manga flexible de 4""",,,M
MA-MISC-MTA-3LB,,Maceta 3Lb. 1500G.,,,U
MA-MISC-NIP-CRO-½x2½,,"Niple Cromado 1/2"" x 2-1/2""",,,U
MA-MISC-NIP-INOX-¾x3,,"Niple inox de 3/4"" x 3""",,,U
MA-MISC-PIN-SPR,,Pintura en Spray,,,U
MA-MISC-PINT-ANTI,,Pintura Anticorrosiva Oxido Rojo 53 AAA,,,Gl
MA-MISC-PLA-FIB-P3-4x13,,Plancha de Fibra p3 4 x 13,,,U
MA-MISC-PLA-FIB-P8-4x14,,Plancha de Fibra p8 4 x 13,,,U
MA-MISC-PLAT-RO-2,,"Platillo Roscado de 2""",,,U
MA-MISC-PLAT-RO-3,,"Platillo Roscado de 3""",,,U
MA-MISC-PLAT-SOL-3,,"Platillo Soldable de 3""",,,U
MA-MISC-PLAT-SOL-4,,"Platillo Soldable de 4""",,,U
MA-MISC-RACOR-½x1,,"Racor Marcella Extensión 1/2"" X 1 cm Niquelada",,,U
MA-MISC-RACOR-½x1.5,,"Racor Marcella Extensión 1/2"" X 1.5 cm Niquelada",,,U
MA-MISC-RACOR-½x2,,"Racor Marcella Extensión 1/2"" X 2 cm Niquelada",,,U
MA-MISC-RACOR-½x2.5,,"Racor Marcella Extensión 1/2"" X 2.5 cm Niquelada",,,U
MA-MISC-RACOR-½x3,,"Racor Marcella Extensión 1/2"" X 3 cm Niquelada",,,U
MA-MISC-RED-COP-SOL-3x2½,,"Reduccion Copa Soldable 3""x2½""",,,U
MA-MISC-RESB-INO,,Resbalon p/ Inod. PVC 3 - 4 Oatey #43501,,,U
MA-MISC-RGU,,Regulador de Gas Segunda Etapa,,,U
MA-MISC-SEG,,Hoja de Segueta,,,U
MA-MISC-SIL-ANTI,,Silicon Antihongos Transparente,,,U
MA-MISC-SOP-SCI-LONG-3,,"Soporte Antisismico Longitudinal 3""",,,U
MA-MISC-SOP-SCI-TRAN-3,,"Soporte Antisismico Transversal 3""",,,U
MA-MISC-TAR-PLAST-9/32x1½,,Tarugo plast. 9/32x1.1/2 verde,,,U
MA-MISC-TBAS,,Par de Tornillos de Basineta,,,U
MA-MISC-TEF-LIQ-16,,Teflon Liquido 16Oz Jomar White,,,U
MA-MISC-THIN,,Thinner Tropical Gl. TH-1000,,,Gl
MA-MISC-TISA,,Tisa p/Replanteo,,,U
MA-MISC-TOR-TAR-¼x2,,Tornillo Para tarugo de plomo de 1/4 x 2,,,U
MA-MISC-TUB-LIT-½,,"Tubería Liquid Tight 1/2""",,,Pie
MA-MISC-TUER-?,,"Tuerca p/Varilla Roscada 3/8""",,,U
MA-MISC-URE-SPR,,Uretano en Spray,,,U
MA-MISC-VARP-SOLD,,Varilla de Plata p/soldar,,,U
MA-PE-MANG-GLP-12,,Manguera para gas de polietileno negro 12mm,,,M
MA-PE-MANG-GLP-15,,Manguera para gas de polietileno negro 15mm,,,M
MA-PE-MANG-GLP-16,,Manguera para gas de polietileno negro 16mm,,,M
MA-PE-MANG-GLP-18,,Manguera para gas de polietileno negro 18mm,,,M
MA-PE-MANG-GLP-32,,Manguera para gas de polietileno negro 32mm,,,M
MA-PE-MANG-GLP-40,,Manguera para gas de polietileno negro 40mm,,,M
MA-PE-MANG-GLP-50,,Manguera para gas de polietileno negro 50mm,,,M
MA-PE-MANG-GLP-63,,Manguera para gas de polietileno negro 63mm,,,M
MA-PPR-ADA-HEM-110x4,,"Adaptador Hembra 110 X 4"" PPR",,,U
MA-PPR-ADA-HEM-20x½,,"Adaptador Hembra 20 X 1/2"" PPR ",,,U
MA-PPR-ADA-HEM-25x¾,,"Adaptador Hembra 25 X 3/4"" PPR ",,,U
MA-PPR-ADA-HEM-32x1,,"Adaptador Hembra 32 X 1"" PPR ",,,U
MA-PPR-ADA-HEM-50x1½,,"Adaptador Hembra 50 X1½"" PPR ",,,U
MA-PPR-ADA-HEM-63x2,,"Adaptador Hembra 63 X 2"" PPR ",,,U
MA-PPR-ADA-HEM-90x3,,"Adaptador Hembra 90 X 3"" PPR ",,,U
MA-PPR-ADA-MAC-110x4,,"Adaptador Macho 110 X 4"" PPR ",,,U
MA-PPR-ADA-MAC-20x½,,"Adaptador Macho 20 X 1/2"" PPR ",,,U
MA-PPR-ADA-MAC-25x¾,,"Adaptador Macho 25 X 3/4"" PPR ",,,U
MA-PPR-ADA-MAC-32x1,,"Adaptador Macho 32 X 1"" PPR ",,,U
MA-PPR-ADA-MAC-50x1½,,Adaptador Macho 50 X 1-1/2 PPR ,,,U
MA-PPR-ADA-MAC-63x2,,"Adaptador Macho 63 X 2"" PPR ",,,U
MA-PPR-ADA-MAC-90x3,,"Adaptador Macho 90 X 3"" PPR ",,,U
MA-PPR-COD-110x45º,,Codo A 45º 110MM PPR ,,,U
MA-PPR-COD-110x90º,,Codo A 90º 110MM PPR ,,,U
MA-PPR-COD-20x45º,,Codo A 45º 20MM PPR ,,,U
MA-PPR-COD-20x90º,,Codo A 90º 20MM PPR ,,,U
MA-PPR-COD-25x45º,,Codo A 45º 25MM  PPR ,,,U
MA-PPR-COD-25x90º,,Codo A 90º 25MM PPR ,,,U
MA-PPR-COD-32x45º,,Codo A 45º 32MM PPR ,,,U
MA-PPR-COD-32x90º,,Codo A 90º 32MM PPR ,,,U
MA-PPR-COD-50x45º,,Codo A 45º 50MM  PPR ,,,U
MA-PPR-COD-50x90º,,Codo A 90º 50MM PPR,,,U
MA-PPR-COD-63x45º,,Codo A 45º 63MM  PPR ,,,U
MA-PPR-COD-63x90º,,Codo A 90º 63MM PPR ,,,U
MA-PPR-COD-90x45º,,Codo A 45º 90MM PPR ,,,U
MA-PPR-COD-90x90º,,Codo A 90º 90MM PPR ,,,U
MA-PPR-COD-DBL-ROS-20x½,,"Codo Doble C/Rosca Hembra 20 X 1/2"" PPR ",,,U
MA-PPR-COD-DBL-ROS-25x¾,,"Codo Doble C/Rosca Hembra 25 X 3/4"" PPR ",,,U
MA-PPR-COD-ROS-20x½x90º,,Codo A 90° C/Rosca Hembra 20 X 1/2 PPR ,,,U
MA-PPR-COD-ROS-25x½x90º,,Codo A 90° C/Rosca Hembra 25 X 1/2 PPR ,,,U
MA-PPR-COD-ROS-25x¾x90º,,Codo A 90° C/Rosca Hembra 25 X 3/4 PPR ,,,U
MA-PPR-COD-ROS-32x¾x90º,,Codo A 90° C/Rosca Hembra 32 X 3/4 PPR ,,,U
MA-PPR-COD-ROS-32x1x90º,,Codo A 90° C/Rosca Hembra 32 X 1 PPR ,,,U
MA-PPR-COUP-110,,Coupling 110MM PPR,,,U
MA-PPR-COUP-20,,Coupling 20MM PPR ,,,U
MA-PPR-COUP-25,,Coupling 25MM PPR ,,,U
MA-PPR-COUP-32,,Coupling 32MM PPR ,,,U
MA-PPR-COUP-50,,Coupling 50MM PPR ,,,U
MA-PPR-COUP-63,,Coupling 63MM PPR,,,U
MA-PPR-COUP-90,,Coupling 90MM PPR,,,U
MA-PPR-MTRZ-110,,Matriz 110 MM Para Termofusora PPR,,,U
MA-PPR-MTRZ-20,,Matriz 20 MM Para Termofusora PPR ,,,U
MA-PPR-MTRZ-25,,Matriz 25 MM Para Termofusora PPR ,,,U
MA-PPR-MTRZ-32,,Matriz 32 MM Para Termofusora PPR ,,,U
MA-PPR-MTRZ-50,,Matriz 50 MM Para Termofusora PPR ,,,U
MA-PPR-MTRZ-63,,Matriz 63 MM Para Termofusora PPR ,,,U
MA-PPR-MTRZ-90,,Matriz 90 MM Para Termofusora PPR ,,,U
MA-PPR-PLAT-50,,Platillo PPR 50MM,,,U
MA-PPR-PLAT-90,,Platillo PPR 90MM,,,U
MA-PPR-PN16-TUB-110,,Tubo Polipropileno 110MM X 4mt PN16 ,,,U
MA-PPR-PN16-TUB-50,,Tubo Polipropileno 50MM X 4mt PN16 ,,,U
MA-PPR-PN16-TUB-63,,Tubo Polipropileno 63MM X 4mt PN16 ,,,U
MA-PPR-PN16-TUB-90,,Tubo Polipropileno 90MM X 4mt PN16 ,,,U
MA-PPR-PN20-TUB-110,,Tubo Polipropileno 110MM X 4mt PN20 ,,,U
MA-PPR-PN20-TUB-20,,Tubo Polipropileno 20MM X 4mt PN20 ,,,U
MA-PPR-PN20-TUB-25,,Tubo Polipropileno 25MM X 4mt PN20 ,,,U
MA-PPR-PN20-TUB-32,,Tubo Polipropileno 32MM X 4mt PN20 ,,,U
MA-PPR-PN20-TUB-50,,Tubo Polipropileno 50MM X 4mt PN20 ,,,U
MA-PPR-PN20-TUB-63,,Tubo Polipropileno 63MM X 4mt PN20 ,,,U
MA-PPR-PN20-TUB-90,,Tubo Polipropileno 90MM X 4mt PN20 ,,,U
MA-PPR-RED-BUSH-110x50,,Reduccion Bushing 110MM X 50MM PPR ,,,U
MA-PPR-RED-BUSH-110x63,,Reduccion Bushing 110MM X 63MM PPR ,,,U
MA-PPR-RED-BUSH-110x90,,Reduccion Bushing 110m X 90MM PPR ,,,U
MA-PPR-RED-BUSH-25x20,,Reduccion Bushing 25 X 20MM  PPR ,,,U
MA-PPR-RED-BUSH-32x20,,Reduccion Bushing 32 X 20MM  PPR ,,,U
MA-PPR-RED-BUSH-32x25,,Reduccion Bushing 32 X 25MM PPR ,,,U
MA-PPR-RED-BUSH-50x25,,Reduccion Bushing 50 X 25MM PPR,,,U
MA-PPR-RED-BUSH-50x32,,Reduccion Bushing 50 X 32MM  PPR ,,,U
MA-PPR-RED-BUSH-63x25,,Reduccion Bushing 63 X 25MM PPR,,,U
MA-PPR-RED-BUSH-63x32,,Reduccion Bushing 63 X 32MM PPR ,,,U
MA-PPR-RED-BUSH-63x50,,Reduccion Bushing 63 X 50MM  PPR ,,,U
MA-PPR-RED-BUSH-90x50,,Reduccion Bushing 90 X 50MM PPR ,,,U
MA-PPR-RED-BUSH-90x63,,Reduccion Bushing 90 X 63MM PPR ,,,U
MA-PPR-RED-COP-50x32,,Reduccion Copa 50 x 32 MM  PPR,,,U
MA-PPR-RED-COP-90x32,,Reduccion Copa 90 x 32 MM  PPR ,,,U
MA-PPR-TAP-HEM-110,,Tapon Hembra 110MM PPR ,,,U
MA-PPR-TAP-HEM-20,,Tapon Hembra 20MM PPR ,,,U
MA-PPR-TAP-HEM-25,,Tapon Hembra 25MM PPR ,,,U
MA-PPR-TAP-HEM-32,,Tapon Hembra 32MM PPR ,,,U
MA-PPR-TAP-HEM-50,,Tapon Hembra 50MM PPR ,,,U
MA-PPR-TAP-HEM-63,,Tapon Hembra 63MM PPR ,,,U
MA-PPR-TAP-HEM-90,,Tapon Hembra 90MM PPR,,,U
MA-PPR-TEE-110,,Tee 110MM PPR ,,,U
MA-PPR-TEE-110x63x110,,Tee Reducida 110 X 63 X 110MM PPR ,,,U
MA-PPR-TEE-110x90x110,,Tee Reducida 110 X 90 X 110MM PPR,,,U
MA-PPR-TEE-20,,Tee 20MM PPR ,,,U
MA-PPR-TEE-25,,Tee 25MM PPR ,,,U
MA-PPR-TEE-25x20x25,,Tee Reducida 25 X 20 X 25MM PPR ,,,U
MA-PPR-TEE-32,,Tee 32MM PPR ,,,U
MA-PPR-TEE-32x20x32,,Tee Reducida 32 X 20 X 32MM PPR ,,,U
MA-PPR-TEE-32x25x32,,Tee Reducida 32 X 25 X 32MM PPR ,,,U
MA-PPR-TEE-50,,Tee 50MM PPR ,,,U
MA-PPR-TEE-50x20x50,,Tee Reducida 50 X 20 X 50MM PPR ,,,U
MA-PPR-TEE-50x25x50,,Tee Reducida 50 X 25 X 50MM PPR ,,,U
MA-PPR-TEE-50x32x50,,Tee Reducida 50 X 32 X 50MM PPR ,,,U
MA-PPR-TEE-63,,Tee 63MM PPR ,,,U
MA-PPR-TEE-63x20x63,,Tee Reducida 63 X 20 X 63MM PPR ,,,U
MA-PPR-TEE-63x25x63,,Tee Reducida 63 X 25 X 63MM PPR ,,,U
MA-PPR-TEE-63x32x63,,Tee Reducida 63 X 32 X 63MM PPR ,,,U
MA-PPR-TEE-63x50x63,,Tee Reducida 63 X 50 X 63MM PPR ,,,U
MA-PPR-TEE-90,,Tee 90MM PPR ,,,U
MA-PPR-TEE-90x50x90,,Tee Reducida 90 X 50 X 90MM PPR ,,,U
MA-PPR-TEE-90x63x90,,Tee Reducida 90 X 63 X 90MM PPR ,,,U
MA-PPR-TERM110v-20-63,,Termofusora 110v. 20-63MM PPR ,,,U
MA-PPR-TERM220v-20-63,,Termofusora 220v. 20-63MM PPR ,,,U
MA-PPR-TERM220v-50-110,,Termofusora 220v. 50-110MM PPR ,,,U
MA-PPR-TIJ-20-25-32,,Tijera Corta Tubo 20-25-32MM PPR ,,,U
MA-PPR-VAL-BOL-20,,Valvula de Bola 20MM PPR ,,,U
MA-PPR-VAL-BOL-25,,Valvula de Bola 25MM PPR ,,,U
MA-PPR-VAL-BOL-32,,Valvula de Bola 32MM PPR ,,,U
MA-PPR-VAL-BOL-50,,Valvula de Bola 50MM PPR ,,,U
MA-PPR-VAL-BOL-63,,Valvula de Bola 63MM PPR ,,,U
MA-PPR-VAL-BOL-UM-110,,Valvula Esferica 110MM C/Union Metalica ,,,U
MA-PPR-VAL-BOL-UM-20,,Valvula Esferica 20MM C/Union Metalica ,,,U
MA-PPR-VAL-BOL-UM-25,,Valvula Esferica 25MM C/Union Metalica ,,,U
MA-PPR-VAL-BOL-UM-32,,Valvula Esferica 32MM C/Union Metalica ,,,U
MA-PPR-VAL-BOL-UM-50,,Valvula Esferica 50MM C/Union Metalica ,,,U
MA-PPR-VAL-BOL-UM-63,,Valvula Esferica 63MM C/Union Metalica ,,,U
MA-PPR-VAL-BOL-UM-90,,Valvula Esferica 90MM C/Union Metalica ,,,U
MA-PPR-VAL-RGP-25,,Valvula Reguladora de presión 25mm,,,U
MA-PPR-VAL-RGP-32,,Valvula Reguladora de presión 32mm,,,U
MA-PPR-VAL-RGP-63,,Valvula Reguladora de presión 63mm,,,U
MA-PVC-ARA-4,,"Arandela pvc de 4""",,,U
MA-PVC-DREN-COD-1½x45º,,"Codo PVC Drenaje 1½"" x 45º",,,U
MA-PVC-DREN-COD-1½x90º,,"Codo PVC Drenaje 1½"" x 90º",,,U
MA-PVC-DREN-COD-2x45º,,"Codo PVC Drenaje 2"" x 45º",,,U
MA-PVC-DREN-COD-2x90º,,"Codo PVC Drenaje 2"" x 90º",,,U
MA-PVC-DREN-COD-3x45º,,"Codo PVC Drenaje 3"" x 45º",,,U
MA-PVC-DREN-COD-3x90º,,"Codo PVC Drenaje 3"" x 90º",,,U
MA-PVC-DREN-COD-4x45º,,"Codo PVC Drenaje 4"" x 45º",,,U
MA-PVC-DREN-COD-4x90º,,"Codo PVC Drenaje 4"" x 90º",,,U
MA-PVC-DREN-COD-6x45º,,"Codo PVC Drenaje 6"" x 45º",,,U
MA-PVC-DREN-COD-6x90º,,"Codo PVC Drenaje 6"" x 90º",,,U
MA-PVC-DREN-COD-8x45º,,"Codo PVC Drenaje 8"" x 45º",,,U
MA-PVC-DREN-COD-8x90º,,"Codo PVC Drenaje 8"" x 90º",,,U
MA-PVC-DREN-COUP-1½,,"Coupling PVC Drenaje 1 1/2""",,,U
MA-PVC-DREN-COUP-2,,"Coupling PVC Drenaje 2""",,,U
MA-PVC-DREN-COUP-3,,"Coupling PVC Drenaje 3""",,,U
MA-PVC-DREN-COUP-4,,"Coupling PVC Drenaje 4""",,,U
MA-PVC-DREN-COUP-6,,"Coupling PVC Drenaje 6""",,,U
MA-PVC-DREN-COUP-8,,"Coupling PVC Drenaje 8""",,,U
MA-PVC-DREN-RED-2x1½,,"Reducción PVC Drenaje 2"" x 1 1/2""",,,U
MA-PVC-DREN-RED-3x2,,"Reducción PVC Drenaje 3"" x 2""",,,U
MA-PVC-DREN-RED-4x2,,"Reducción PVC Drenaje 4"" x 2""",,,U
MA-PVC-DREN-RED-4x3,,"Reducción PVC Drenaje 4"" x 3""",,,U
MA-PVC-DREN-RED-6x4,,"Reducción PVC Drenaje 6"" x 4""",,,U
MA-PVC-DREN-RED-8x4,,"Reducción PVC Drenaje 8"" x 4""",,,U
MA-PVC-DREN-RED-8x6,,"Reducción PVC Drenaje 8"" x 6""",,,U
MA-PVC-DREN-SIF-2,,"Sifón PVC 2""",,,U
MA-PVC-DREN-SIF-DBL-FRE,,Sifon pvc doble p/fregadero flexible,,,U
MA-PVC-DREN-SIF-LM,,Sifon p/lavam senc. ,,,U
MA-PVC-DREN-TAP-HEM-1½,,"Tapón Hembra PVC Drenaje 1 1/2""",,,U
MA-PVC-DREN-TAP-HEM-2,,"Tapón Hembra PVC Drenaje 2""",,,U
MA-PVC-DREN-TAP-HEM-3,,"Tapón Hembra PVC Drenaje 3""",,,U
MA-PVC-DREN-TAP-HEM-4,,"Tapón Hembra PVC Drenaje 4""",,,U
MA-PVC-DREN-TAP-HEM-6,,"Tapón Hembra PVC Drenaje 6""",,,U
MA-PVC-DREN-TAP-HEM-8,,"Tapón Hembra PVC Drenaje 8""",,,U
MA-PVC-DREN-TAP-REG-2x2,,"Tapón Registro PVC Drenaje 2"" x 2""",,,U
MA-PVC-DREN-TAP-REG-3x3,,"Tapón Registro PVC Drenaje 3"" x 3""",,,U
MA-PVC-DREN-TAP-REG-4x4,,"Tapón Registro PVC Drenaje 4"" x 4""",,,U
MA-PVC-DREN-TAP-REG-6x6,,"Tapón Registro PVC Drenaje 6"" x 6""",,,U
MA-PVC-DREN-TEE-1½x1½,,"Tee PVC Drenaje 1½"" x 1½",,,U
MA-PVC-DREN-TEE-2x2,,"Tee PVC Drenaje 2"" x 2""",,,U
MA-PVC-DREN-TEE-3x2,,"Tee PVC Drenaje 3"" x 2""",,,U
MA-PVC-DREN-TEE-3x3,,"Tee PVC Drenaje 3"" x 3""",,,U
MA-PVC-DREN-TEE-4x2,,"Tee PVC Drenaje 4"" x 2""",,,U
MA-PVC-DREN-TEE-4x3,,"Tee PVC Drenaje 4"" x 3""",,,U
MA-PVC-DREN-TEE-4x4,,"Tee PVC Drenaje 4"" x 4""",,,U
MA-PVC-DREN-TEE-6x4,,"Tee PVC Drenaje 6"" x 4""",,,U
MA-PVC-DREN-TEE-6x6,,"Tee PVC Drenaje 6"" x 6""",,,U
MA-PVC-DREN-TEE-8x8,,"Tee PVC Drenaje 8"" x 8""",,,U
MA-PVC-DREN-TUB-2,,"Tubo PVC Drenaje 2""",,,U
MA-PVC-DREN-TUB-3,,"Tubo PVC Drenaje 3""",,,U
MA-PVC-DREN-TUB-4,,"Tubo PVC Drenaje 4""",,,U
MA-PVC-DREN-TUB-6,,"Tubo PVC Drenaje 6""",,,U
MA-PVC-DREN-TUB-8,,"Tubo PVC Drenaje 8""",,,U
MA-PVC-DREN-YEE-2x2,,"Yee PVC Drenaje 2"" x 2""",,,U
MA-PVC-DREN-YEE-3x2,,"Yee PVC Drenaje 3"" x 2""",,,U
MA-PVC-DREN-YEE-3x3,,"Yee PVC Drenaje 3"" x 3""",,,U
MA-PVC-DREN-YEE-4x2,,"Yee PVC Drenaje 4"" x 2""",,,U
MA-PVC-DREN-YEE-4x3,,"Yee PVC Drenaje 4"" x 3""",,,U
MA-PVC-DREN-YEE-4x4,,"Yee PVC Drenaje 4"" x 4""",,,U
MA-PVC-DREN-YEE-6x4,,"Yee PVC Drenaje 6"" x 4""",,,U
MA-PVC-DREN-YEE-6x6,,"Yee PVC Drenaje 6"" x 6""",,,U
MA-PVC-DREN-YEE-8x6,,"Yee PVC Drenaje 8"" x 6""",,,U
MA-PVC-DREN-YEE-8x8,,"Yee PVC Drenaje 8"" x 8""",,,U
MA-PVC-PISC-VAL-DBLU-2,,"Válvula Doble Unión PVC 2"" para Piscina",,,U
MA-PVC-SCH40-ADA-HEM-½,,"Adaptador H. PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-ADA-HEM-¾,,"Adaptador H. PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-ADA-HEM-1,,"Adaptador H. PVC SCH-40 1""",,,U
MA-PVC-SCH40-ADA-HEM-1½,,"Adaptador H. PVC SCH-40 1½""",,,U
MA-PVC-SCH40-ADA-HEM-2,,"Adaptador H. PVC SCH-40 2""",,,U
MA-PVC-SCH40-ADA-HEM-3,,"Adaptador H. PVC SCH-40 3""",,,U
MA-PVC-SCH40-ADA-HEM-4,,"Adaptador H. PVC SCH-40 4""",,,U
MA-PVC-SCH40-ADA-MAC-½,,"Adaptador M. PVC SCH-40 1/2""",,,U
MA-PVC-SCH40-ADA-MAC-¾,,"Adaptador M. PVC SCH-40 3/4""",,,U
MA-PVC-SCH40-ADA-MAC-1,,"Adaptador M. PVC SCH-40 1""",,,U
MA-PVC-SCH40-ADA-MAC-1½,,"Adaptador M. PVC SCH-40 1½""",,,U
MA-PVC-SCH40-ADA-MAC-2,,"Adaptador M. PVC SCH-40 2""",,,U
MA-PVC-SCH40-ADA-MAC-3,,"Adaptador M. PVC SCH-40 3""",,,U
